,ano,estado,classe,valor,quant
4383,2018,ALAGOAS,Cédulas - 2a. família,50.00,182
4384,2018,ALAGOAS,Cédulas - 1a. família,100.00,61
4385,2018,ALAGOAS,Cédulas - 2a. família,100.00,1.331
4386,2018,AMAPÁ,Cédulas - 2a. família,5.00,1
4387,2018,AMAPÁ,Cédulas - 1a. família,10.00,2
4388,2018,AMAPÁ,Cédulas - 2a. família,10.00,8
4389,2018,AMAPÁ,Cédulas - 2a. família,20.00,32
4390,2018,AMAPÁ,Cédulas - 1a. família,50.00,32
4391,2018,AMAPÁ,Cédulas - 2a. família,50.00,78
4392,2018,AMAPÁ,Cédulas - 1a. família,100.00,3
4393,2018,AMAPÁ,Cédulas - 2a. família,100.00,130
4394,2018,AMAZONAS,Cédulas - 1a. família,2.00,3
4395,2018,AMAZONAS,Cédulas - 2a. família,2.00,6
4396,2018,AMAZONAS,Cédulas - 1a. família,5.00,21
4397,2018,AMAZONAS,Cédulas - 2a. família,5.00,38
4398,2018,AMAZONAS,Cédulas - 1a. família,10.00,41
4399,2018,AMAZONAS,Cédulas - 2a. família,10.00,48
4400,2018,AMAZONAS,Cédulas - 2a. família,20.00,445
4401,2018,AMAZONAS,Cédulas - 1a. família,50.00,427
4402,2018,AMAZONAS,Cédulas - 2a. família,50.00,688
4403,2018,AMAZONAS,Cédulas - 1a. família,100.00,319
4404,2018,AMAZONAS,Cédulas - 2a. família,100.00,760
4405,2018,BAHIA,Cédulas - 1a. família,2.00,44
4406,2018,BAHIA,Cédulas - 2a. família,2.00,46
4407,2018,BAHIA,Cédulas - 1a. família,5.00,456
4408,2018,BAHIA,Cédulas - 2a. família,5.00,629
4409,2018,BAHIA,Cédulas - em polímero,10.00,1
4410,2018,BAHIA,Cédulas - 1a. família,10.00,987
4411,2018,BAHIA,Cédulas - 2a. família,10.00,444
4412,2018,BAHIA,Cédulas - 1a. família,20.00,152
4413,2018,BAHIA,Cédulas - 2a. família,20.00,3.766
4414,2018,BAHIA,Cédulas - 1a. família,50.00,3.062
4415,2018,BAHIA,Cédulas - 2a. família,50.00,3.785
4416,2018,BAHIA,Cédulas - 1a. família,100.00,2.205
4417,2018,BAHIA,Cédulas - 2a. família,100.00,9.423
4418,2018,CEARÁ,Cédulas - 1a. família,2.00,16
4419,2018,CEARÁ,Cédulas - 2a. família,2.00,20
4420,2018,CEARÁ,Cédulas - 1a. família,5.00,86
4421,2018,CEARÁ,Cédulas - 2a. família,5.00,267
4422,2018,CEARÁ,Cédulas - em polímero,10.00,2
4423,2018,CEARÁ,Cédulas - 1a. família,10.00,220
4424,2018,CEARÁ,Cédulas - 2a. família,10.00,130
4425,2018,CEARÁ,Cédulas - 1a. família,20.00,20
4426,2018,CEARÁ,Cédulas - 2a. família,20.00,1.695
4427,2018,CEARÁ,Cédulas - 1a. família,50.00,3.027
4428,2018,CEARÁ,Cédulas - 2a. família,50.00,2.099
4429,2018,CEARÁ,Cédulas - 1a. família,100.00,310
4430,2018,CEARÁ,Cédulas - 2a. família,100.00,4.195
4431,2018,DISTRITO FEDERAL,Cédulas - 1a. família,2.00,34
4432,2018,DISTRITO FEDERAL,Cédulas - 2a. família,2.00,15
4433,2018,DISTRITO FEDERAL,Cédulas - 1a. família,5.00,152
4434,2018,DISTRITO FEDERAL,Cédulas - 2a. família,5.00,216
4435,2018,DISTRITO FEDERAL,Cédulas - em polímero,10.00,2
4436,2018,DISTRITO FEDERAL,Cédulas - 1a. família,10.00,983
4437,2018,DISTRITO FEDERAL,Cédulas - 2a. família,10.00,133
4438,2018,DISTRITO FEDERAL,Cédulas - 1a. família,20.00,2.323
4439,2018,DISTRITO FEDERAL,Cédulas - 2a. família,20.00,1.866
4440,2018,DISTRITO FEDERAL,Cédulas - 1a. família,50.00,565
4441,2018,DISTRITO FEDERAL,Cédulas - 2a. família,50.00,1.061
4442,2018,DISTRITO FEDERAL,Cédulas - 1a. família,100.00,700
4443,2018,DISTRITO FEDERAL,Cédulas - 2a. família,100.00,3.767
4444,2018,ESPÍRITO SANTO,Cédulas - 1a. família,2.00,16
4445,2018,ESPÍRITO SANTO,Cédulas - 2a. família,2.00,17
4446,2018,ESPÍRITO SANTO,Cédulas - 1a. família,5.00,82
4447,2018,ESPÍRITO SANTO,Cédulas - 2a. família,5.00,68
4448,2018,ESPÍRITO SANTO,Cédulas - em polímero,10.00,1
4449,2018,ESPÍRITO SANTO,Cédulas - 1a. família,10.00,326
4450,2018,ESPÍRITO SANTO,Cédulas - 2a. família,10.00,106
4451,2018,ESPÍRITO SANTO,Cédulas - 1a. família,20.00,50
4452,2018,ESPÍRITO SANTO,Cédulas - 2a. família,20.00,1.222
4453,2018,ESPÍRITO SANTO,Cédulas - 1a. família,50.00,902
4454,2018,ESPÍRITO SANTO,Cédulas - 2a. família,50.00,708
4455,2018,ESPÍRITO SANTO,Cédulas - 1a. família,100.00,656
4456,2018,ESPÍRITO SANTO,Cédulas - 2a. família,100.00,4.380
4457,2018,GOIÁS,Cédulas - 1a. família,1.00,2
4458,2018,GOIÁS,Cédulas - 1a. família,2.00,54
4459,2018,GOIÁS,Cédulas - 2a. família,2.00,50
4460,2018,GOIÁS,Cédulas - 1a. família,5.00,484
4461,2018,GOIÁS,Cédulas - 2a. família,5.00,251
4462,2018,GOIÁS,Cédulas - 1a. família,10.00,2.146
4463,2018,GOIÁS,Cédulas - 2a. família,10.00,574
4464,2018,GOIÁS,Cédulas - 1a. família,20.00,49
4465,2018,GOIÁS,Cédulas - 2a. família,20.00,6.404
4466,2018,GOIÁS,Cédulas - 1a. família,50.00,1.403
4467,2018,GOIÁS,Cédulas - 2a. família,50.00,4.200
4468,2018,GOIÁS,Cédulas - 1a. família,100.00,518
4469,2018,GOIÁS,Cédulas - 2a. família,100.00,8.851
4470,2018,MARANHÃO,Cédulas - 1a. família,2.00,2
4471,2018,MARANHÃO,Cédulas - 1a. família,5.00,28
4472,2018,MARANHÃO,Cédulas - 2a. família,5.00,30
4473,2018,MARANHÃO,Cédulas - 1a. família,10.00,46
4474,2018,MARANHÃO,Cédulas - 2a. família,10.00,52
4475,2018,MARANHÃO,Cédulas - 1a. família,20.00,33
4476,2018,MARANHÃO,Cédulas - 2a. família,20.00,835
4477,2018,MARANHÃO,Cédulas - 1a. família,50.00,326
4478,2018,MARANHÃO,Cédulas - 2a. família,50.00,1.245
4479,2018,MARANHÃO,Cédulas - 1a. família,100.00,80
4480,2018,MARANHÃO,Cédulas - 2a. família,100.00,1.552
4481,2018,MATO GROSSO,Cédulas - 1a. família,2.00,9
4482,2018,MATO GROSSO,Cédulas - 2a. família,2.00,2
4483,2018,MATO GROSSO,Cédulas - 1a. família,5.00,523
4484,2018,MATO GROSSO,Cédulas - 2a. família,5.00,25
4485,2018,MATO GROSSO,Cédulas - 1a. família,10.00,110
4486,2018,MATO GROSSO,Cédulas - 2a. família,10.00,420
4487,2018,MATO GROSSO,Cédulas - 1a. família,20.00,74
4488,2018,MATO GROSSO,Cédulas - 2a. família,20.00,1.245
4489,2018,MATO GROSSO,Cédulas - 1a. família,50.00,531
4490,2018,MATO GROSSO,Cédulas - 2a. família,50.00,2.627
4491,2018,MATO GROSSO,Cédulas - 1a. família,100.00,199
4492,2018,MATO GROSSO,Cédulas - 2a. família,100.00,1.562
4493,2018,MATO GROSSO DO SUL,Cédulas - 1a. família,2.00,2
4494,2018,MATO GROSSO DO SUL,Cédulas - 2a. família,2.00,1
4495,2018,MATO GROSSO DO SUL,Cédulas - 1a. família,5.00,49
4496,2018,MATO GROSSO DO SUL,Cédulas - 2a. família,5.00,12
4497,2018,MATO GROSSO DO SUL,Cédulas - 1a. família,10.00,43
4498,2018,MATO GROSSO DO SUL,Cédulas - 2a. família,10.00,125
4499,2018,MATO GROSSO DO SUL,Cédulas - 1a. família,20.00,29.362
4500,2018,MATO GROSSO DO SUL,Cédulas - 2a. família,20.00,3.576
4501,2018,MATO GROSSO DO SUL,Cédulas - 1a. família,50.00,4.805
4502,2018,MATO GROSSO DO SUL,Cédulas - 2a. família,50.00,1.389
4503,2018,MATO GROSSO DO SUL,Cédulas - 1a. família,100.00,265
4504,2018,MATO GROSSO DO SUL,Cédulas - 2a. família,100.00,1.319
4505,2018,MINAS GERAIS,Cédulas - 1a. família,2.00,170
4506,2018,MINAS GERAIS,Cédulas - 2a. família,2.00,276
4507,2018,MINAS GERAIS,Cédulas - 1a. família,5.00,1.611
4508,2018,MINAS GERAIS,Cédulas - 2a. família,5.00,686
4509,2018,MINAS GERAIS,Cédulas - em polímero,10.00,12
4510,2018,MINAS GERAIS,Cédulas - 1a. família,10.00,2.048
4511,2018,MINAS GERAIS,Cédulas - 2a. família,10.00,1.278
4512,2018,MINAS GERAIS,Cédulas - 1a. família,20.00,199
4513,2018,MINAS GERAIS,Cédulas - 2a. família,20.00,8.530
4514,2018,MINAS GERAIS,Cédulas - 1a. família,50.00,6.075
4515,2018,MINAS GERAIS,Cédulas - 2a. família,50.00,4.944
4516,2018,MINAS GERAIS,Cédulas - 1a. família,100.00,10.595
4517,2018,MINAS GERAIS,Cédulas - 2a. família,100.00,21.501
4518,2018,PARÁ,Cédulas - 1a. família,2.00,17
4519,2018,PARÁ,Cédulas - 2a. família,2.00,9
4520,2018,PARÁ,Cédulas - 1a. família,5.00,136
4521,2018,PARÁ,Cédulas - 2a. família,5.00,47
4522,2018,PARÁ,Cédulas - em polímero,10.00,2
4523,2018,PARÁ,Cédulas - 1a. família,10.00,169
4524,2018,PARÁ,Cédulas - 2a. família,10.00,135
4525,2018,PARÁ,Cédulas - 1a. família,20.00,6
4526,2018,PARÁ,Cédulas - 2a. família,20.00,1.062
4527,2018,PARÁ,Cédulas - 1a. família,50.00,3.162
4528,2018,PARÁ,Cédulas - 2a. família,50.00,1.930
4529,2018,PARÁ,Cédulas - 1a. família,100.00,133
4530,2018,PARÁ,Cédulas - 2a. família,100.00,2.124
4531,2018,PARAÍBA,Cédulas - 1a. família,2.00,2
4532,2018,PARAÍBA,Cédulas - 2a. família,2.00,12
4533,2018,PARAÍBA,Cédulas - 1a. família,5.00,44
4534,2018,PARAÍBA,Cédulas - 2a. família,5.00,26
4535,2018,PARAÍBA,Cédulas - 1a. família,10.00,94
4536,2018,PARAÍBA,Cédulas - 2a. família,10.00,87
4537,2018,PARAÍBA,Cédulas - 1a. família,20.00,9
4538,2018,PARAÍBA,Cédulas - 2a. família,20.00,446
4539,2018,PARAÍBA,Cédulas - 1a. família,50.00,953
4540,2018,PARAÍBA,Cédulas - 2a. família,50.00,409
4541,2018,PARAÍBA,Cédulas - 1a. família,100.00,165
4542,2018,PARAÍBA,Cédulas - 2a. família,100.00,2.167
4543,2018,PARANÁ,Cédulas - 1a. família,2.00,242
4544,2018,PARANÁ,Cédulas - 2a. família,2.00,49
4545,2018,PARANÁ,Cédulas - 1a. família,5.00,617
4546,2018,PARANÁ,Cédulas - 2a. família,5.00,187
4547,2018,PARANÁ,Cédulas - em polímero,10.00,3
4548,2018,PARANÁ,Cédulas - 1a. família,10.00,661
4549,2018,PARANÁ,Cédulas - 2a. família,10.00,1.626
4550,2018,PARANÁ,Cédulas - 1a. família,20.00,239
4551,2018,PARANÁ,Cédulas - 2a. família,20.00,4.561
4552,2018,PARANÁ,Cédulas - 1a. família,50.00,7.326
4553,2018,PARANÁ,Cédulas - 2a. família,50.00,4.336
4554,2018,PARANÁ,Cédulas - 1a. família,100.00,2.602
4555,2018,PARANÁ,Cédulas - 2a. família,100.00,13.175
4556,2018,PERNAMBUCO,Cédulas - 1a. família,2.00,57
4557,2018,PERNAMBUCO,Cédulas - 2a. família,2.00,16
4558,2018,PERNAMBUCO,Cédulas - 1a. família,5.00,66
4559,2018,PERNAMBUCO,Cédulas - 2a. família,5.00,328
4560,2018,PERNAMBUCO,Cédulas - 1a. família,10.00,179
4561,2018,PERNAMBUCO,Cédulas - 2a. família,10.00,1.038
4562,2018,PERNAMBUCO,Cédulas - 1a. família,20.00,37
4563,2018,PERNAMBUCO,Cédulas - 2a. família,20.00,1.735
4564,2018,PERNAMBUCO,Cédulas - 1a. família,50.00,2.218
4565,2018,PERNAMBUCO,Cédulas - 2a. família,50.00,1.200
4566,2018,PERNAMBUCO,Cédulas - 1a. família,100.00,999
4567,2018,PERNAMBUCO,Cédulas - 2a. família,100.00,5.873
4568,2018,PIAUÍ,Cédulas - 1a. família,2.00,9
4569,2018,PIAUÍ,Cédulas - 2a. família,2.00,4
4570,2018,PIAUÍ,Cédulas - 1a. família,5.00,46
4571,2018,PIAUÍ,Cédulas - 2a. família,5.00,24
4572,2018,PIAUÍ,Cédulas - 1a. família,10.00,84
4573,2018,PIAUÍ,Cédulas - 2a. família,10.00,54
4574,2018,PIAUÍ,Cédulas - 1a. família,20.00,6
4575,2018,PIAUÍ,Cédulas - 2a. família,20.00,779
4576,2018,PIAUÍ,Cédulas - 1a. família,50.00,322
4577,2018,PIAUÍ,Cédulas - 2a. família,50.00,740
4578,2018,PIAUÍ,Cédulas - 1a. família,100.00,175
4579,2018,PIAUÍ,Cédulas - 2a. família,100.00,1.956
4580,2018,RIO DE JANEIRO,Cédulas - 1a. família,2.00,264
4581,2018,RIO DE JANEIRO,Cédulas - 2a. família,2.00,65
4582,2018,RIO DE JANEIRO,Cédulas - 1a. família,5.00,1.182
4583,2018,RIO DE JANEIRO,Cédulas - 2a. família,5.00,1.324
4584,2018,RIO DE JANEIRO,Cédulas - 1a. família,10.00,2.202
4585,2018,RIO DE JANEIRO,Cédulas - 2a. família,10.00,749
4586,2018,RIO DE JANEIRO,Cédulas - 1a. família,20.00,220
4587,2018,RIO DE JANEIRO,Cédulas - 2a. família,20.00,6.992
4588,2018,RIO DE JANEIRO,Cédulas - 1a. família,50.00,9.204
4589,2018,RIO DE JANEIRO,Cédulas - 2a. família,50.00,3.804
4590,2018,RIO DE JANEIRO,Cédulas - 1a. família,100.00,2.257
4591,2018,RIO DE JANEIRO,Cédulas - 2a. família,100.00,16.034
4592,2018,RIO GRANDE DO NORTE,Cédulas - 1a. família,2.00,5
4593,2018,RIO GRANDE DO NORTE,Cédulas - 2a. família,2.00,5
4594,2018,RIO GRANDE DO NORTE,Cédulas - 1a. família,5.00,29
4595,2018,RIO GRANDE DO NORTE,Cédulas - 2a. família,5.00,149
4596,2018,RIO GRANDE DO NORTE,Cédulas - 1a. família,10.00,67
4597,2018,RIO GRANDE DO NORTE,Cédulas - 2a. família,10.00,43
4598,2018,RIO GRANDE DO NORTE,Cédulas - 1a. família,20.00,7
4599,2018,RIO GRANDE DO NORTE,Cédulas - 2a. família,20.00,389
4600,2018,RIO GRANDE DO NORTE,Cédulas - 1a. família,50.00,2.744
4601,2018,RIO GRANDE DO NORTE,Cédulas - 2a. família,50.00,359
4602,2018,RIO GRANDE DO NORTE,Cédulas - 1a. família,100.00,109
4603,2018,RIO GRANDE DO NORTE,Cédulas - 2a. família,100.00,1.362
4604,2018,RIO GRANDE DO SUL,Cédulas - 1a. família,2.00,69
4605,2018,RIO GRANDE DO SUL,Cédulas - 2a. família,2.00,123
4606,2018,RIO GRANDE DO SUL,Cédulas - 1a. família,5.00,556
4607,2018,RIO GRANDE DO SUL,Cédulas - 2a. família,5.00,530
4608,2018,RIO GRANDE DO SUL,Cédulas - 1a. família,10.00,629
4609,2018,RIO GRANDE DO SUL,Cédulas - 2a. família,10.00,691
4610,2018,RIO GRANDE DO SUL,Cédulas - 1a. família,20.00,66
4611,2018,RIO GRANDE DO SUL,Cédulas - 2a. família,20.00,2.753
4612,2018,RIO GRANDE DO SUL,Cédulas - 1a. família,50.00,1.530
4613,2018,RIO GRANDE DO SUL,Cédulas - 2a. família,50.00,1.324
4614,2018,RIO GRANDE DO SUL,Cédulas - 1a. família,100.00,1.336
4615,2018,RIO GRANDE DO SUL,Cédulas - 2a. família,100.00,17.438
4616,2018,RONDÔNIA,Cédulas - 1a. família,2.00,4
4617,2018,RONDÔNIA,Cédulas - 1a. família,5.00,45
4618,2018,RONDÔNIA,Cédulas - 2a. família,5.00,18
4619,2018,RONDÔNIA,Cédulas - 1a. família,10.00,57
4620,2018,RONDÔNIA,Cédulas - 2a. família,10.00,72
4621,2018,RONDÔNIA,Cédulas - 1a. família,20.00,4
4622,2018,RONDÔNIA,Cédulas - 2a. família,20.00,305
4623,2018,RONDÔNIA,Cédulas - 1a. família,50.00,165
4624,2018,RONDÔNIA,Cédulas - 2a. família,50.00,286
4625,2018,RONDÔNIA,Cédulas - 1a. família,100.00,59
4626,2018,RONDÔNIA,Cédulas - 2a. família,100.00,564
4627,2018,RORAIMA,Cédulas - 2a. família,2.00,1
4628,2018,RORAIMA,Cédulas - 1a. família,5.00,1
4629,2018,RORAIMA,Cédulas - 2a. família,5.00,12
4630,2018,RORAIMA,Cédulas - 1a. família,10.00,8
4631,2018,RORAIMA,Cédulas - 2a. família,10.00,1
4632,2018,RORAIMA,Cédulas - 2a. família,20.00,49
4633,2018,RORAIMA,Cédulas - 1a. família,50.00,107
4634,2018,RORAIMA,Cédulas - 2a. família,50.00,64
4635,2018,RORAIMA,Cédulas - 1a. família,100.00,20
4636,2018,RORAIMA,Cédulas - 2a. família,100.00,267
4637,2018,SANTA CATARINA,Cédulas - 1a. família,2.00,139
4638,2018,SANTA CATARINA,Cédulas - 2a. família,2.00,38
4639,2018,SANTA CATARINA,Cédulas - 1a. família,5.00,215
4640,2018,SANTA CATARINA,Cédulas - 2a. família,5.00,136
4641,2018,SANTA CATARINA,Cédulas - em polímero,10.00,1
4642,2018,SANTA CATARINA,Cédulas - 1a. família,10.00,542
4643,2018,SANTA CATARINA,Cédulas - 2a. família,10.00,190
4644,2018,SANTA CATARINA,Cédulas - 1a. família,20.00,222
4645,2018,SANTA CATARINA,Cédulas - 2a. família,20.00,2.081
4646,2018,SANTA CATARINA,Cédulas - 1a. família,50.00,4.064
4647,2018,SANTA CATARINA,Cédulas - 2a. família,50.00,2.719
4648,2018,SANTA CATARINA,Cédulas - 1a. família,100.00,1.405
4649,2018,SANTA CATARINA,Cédulas - 2a. família,100.00,22.160
4650,2018,SÃO PAULO,Cédulas - 1a. família,1.00,1
4651,2018,SÃO PAULO,Cédulas - 1a. família,2.00,434
4652,2018,SÃO PAULO,Cédulas - 2a. família,2.00,504
4653,2018,SÃO PAULO,Cédulas - 1a. família,5.00,2.013
4654,2018,SÃO PAULO,Cédulas - 2a. família,5.00,1.344
4655,2018,SÃO PAULO,Cédulas - em polímero,10.00,34
4656,2018,SÃO PAULO,Cédulas - 1a. família,10.00,8.870
4657,2018,SÃO PAULO,Cédulas - 2a. família,10.00,2.163
4658,2018,SÃO PAULO,Cédulas - 1a. família,20.00,2.054
4659,2018,SÃO PAULO,Cédulas - 2a. família,20.00,20.629
4660,2018,SÃO PAULO,Cédulas - 1a. família,50.00,33.235
4661,2018,SÃO PAULO,Cédulas - 2a. família,50.00,18.265
4662,2018,SÃO PAULO,Cédulas - 1a. família,100.00,32.200
4663,2018,SÃO PAULO,Cédulas - 2a. família,100.00,53.180
4664,2018,SERGIPE,Cédulas - 1a. família,2.00,2
4665,2018,SERGIPE,Cédulas - 2a. família,2.00,33
4666,2018,SERGIPE,Cédulas - 1a. família,5.00,10
4667,2018,SERGIPE,Cédulas - 2a. família,5.00,408
4668,2018,SERGIPE,Cédulas - 1a. família,10.00,30
4669,2018,SERGIPE,Cédulas - 2a. família,10.00,301
4670,2018,SERGIPE,Cédulas - 1a. família,20.00,2
4671,2018,SERGIPE,Cédulas - 2a. família,20.00,227
4672,2018,SERGIPE,Cédulas - 1a. família,50.00,106
4673,2018,SERGIPE,Cédulas - 2a. família,50.00,272
4674,2018,SERGIPE,Cédulas - 1a. família,100.00,54
4675,2018,SERGIPE,Cédulas - 2a. família,100.00,1.036
4676,2018,TOCANTINS,Cédulas - 1a. família,2.00,105
4677,2018,TOCANTINS,Cédulas - 2a. família,2.00,2
4678,2018,TOCANTINS,Cédulas - 1a. família,5.00,28
4679,2018,TOCANTINS,Cédulas - 2a. família,5.00,64
4680,2018,TOCANTINS,Cédulas - 1a. família,10.00,35
4681,2018,TOCANTINS,Cédulas - 2a. família,10.00,89
4682,2018,TOCANTINS,Cédulas - 1a. família,20.00,2
4683,2018,TOCANTINS,Cédulas - 2a. família,20.00,329
4684,2018,TOCANTINS,Cédulas - 1a. família,50.00,87
4685,2018,TOCANTINS,Cédulas - 2a. família,50.00,348
4686,2018,TOCANTINS,Cédulas - 1a. família,100.00,39
4687,2018,TOCANTINS,Cédulas - 2a. família,100.00,693
4688,2019,ACRE,Cédulas - 1a. família,5.00,1
4689,2019,ACRE,Cédulas - 2a. família,5.00,1
4690,2019,ACRE,Cédulas - 1a. família,10.00,3
4691,2019,ACRE,Cédulas - 2a. família,10.00,13
4692,2019,ACRE,Cédulas - 1a. família,20.00,1
4693,2019,ACRE,Cédulas - 2a. família,20.00,31
4694,2019,ACRE,Cédulas - 1a. família,50.00,7
4695,2019,ACRE,Cédulas - 2a. família,50.00,41
4696,2019,ACRE,Cédulas - 1a. família,100.00,21
4697,2019,ACRE,Cédulas - 2a. família,100.00,134
4698,2019,ALAGOAS,Cédulas - 1a. família,2.00,3
4699,2019,ALAGOAS,Cédulas - 2a. família,2.00,6
4700,2019,ALAGOAS,Cédulas - 1a. família,5.00,50
4701,2019,ALAGOAS,Cédulas - 2a. família,5.00,74
4702,2019,ALAGOAS,Cédulas - 1a. família,10.00,75
4703,2019,ALAGOAS,Cédulas - 2a. família,10.00,136
4704,2019,ALAGOAS,Cédulas - 1a. família,20.00,7
4705,2019,ALAGOAS,Cédulas - 2a. família,20.00,395
4706,2019,ALAGOAS,Cédulas - 1a. família,50.00,328
4707,2019,ALAGOAS,Cédulas - 2a. família,50.00,296
4708,2019,ALAGOAS,Cédulas - 1a. família,100.00,38
4709,2019,ALAGOAS,Cédulas - 2a. família,100.00,1.342
4710,2019,AMAPÁ,Cédulas - 1a. família,5.00,3
4711,2019,AMAPÁ,Cédulas - 2a. família,5.00,3
4712,2019,AMAPÁ,Cédulas - 1a. família,10.00,9
4713,2019,AMAPÁ,Cédulas - 2a. família,10.00,14
4714,2019,AMAPÁ,Cédulas - 2a. família,20.00,43
4715,2019,AMAPÁ,Cédulas - 1a. família,50.00,27
4716,2019,AMAPÁ,Cédulas - 2a. família,50.00,39
4717,2019,AMAPÁ,Cédulas - 2a. família,100.00,172
4718,2019,AMAZONAS,Cédulas - 2a. família,2.00,4
4719,2019,AMAZONAS,Cédulas - 1a. família,5.00,8
4720,2019,AMAZONAS,Cédulas - 2a. família,5.00,14
4721,2019,AMAZONAS,Cédulas - 1a. família,10.00,17
4722,2019,AMAZONAS,Cédulas - 2a. família,10.00,159
4723,2019,AMAZONAS,Cédulas - 1a. família,20.00,6
4724,2019,AMAZONAS,Cédulas - 2a. família,20.00,339
4725,2019,AMAZONAS,Cédulas - 1a. família,50.00,256
4726,2019,AMAZONAS,Cédulas - 2a. família,50.00,413
4727,2019,AMAZONAS,Cédulas - 1a. família,100.00,67
4728,2019,AMAZONAS,Cédulas - 2a. família,100.00,645
4729,2019,BAHIA,Cédulas - 1a. família,2.00,14
4730,2019,BAHIA,Cédulas - 2a. família,2.00,61
4731,2019,BAHIA,Cédulas - 1a. família,5.00,122
4732,2019,BAHIA,Cédulas - 2a. família,5.00,447
4733,2019,BAHIA,Cédulas - em polímero,10.00,2
4734,2019,BAHIA,Cédulas - 1a. família,10.00,414
4735,2019,BAHIA,Cédulas - 2a. família,10.00,825
4736,2019,BAHIA,Cédulas - 1a. família,20.00,185
4737,2019,BAHIA,Cédulas - 2a. família,20.00,4.728
4738,2019,BAHIA,Cédulas - 1a. família,50.00,1.967
4739,2019,BAHIA,Cédulas - 2a. família,50.00,3.013
4740,2019,BAHIA,Cédulas - 1a. família,100.00,922
4741,2019,BAHIA,Cédulas - 2a. família,100.00,8.707
4742,2019,CEARÁ,Cédulas - 1a. família,2.00,20
4743,2019,CEARÁ,Cédulas - 2a. família,2.00,26
4744,2019,CEARÁ,Cédulas - 1a. família,5.00,235
4745,2019,CEARÁ,Cédulas - 2a. família,5.00,401
4746,2019,CEARÁ,Cédulas - 1a. família,10.00,444
4747,2019,CEARÁ,Cédulas - 2a. família,10.00,325
4748,2019,CEARÁ,Cédulas - 1a. família,20.00,22
4749,2019,CEARÁ,Cédulas - 2a. família,20.00,3.063
4750,2019,CEARÁ,Cédulas - 1a. família,50.00,1.100
4751,2019,CEARÁ,Cédulas - 2a. família,50.00,2.050
4752,2019,CEARÁ,Cédulas - 1a. família,100.00,279
4753,2019,CEARÁ,Cédulas - 2a. família,100.00,4.910
4754,2019,DISTRITO FEDERAL,Cédulas - 1a. família,2.00,12
4755,2019,DISTRITO FEDERAL,Cédulas - 2a. família,2.00,29
4756,2019,DISTRITO FEDERAL,Cédulas - 1a. família,5.00,121
4757,2019,DISTRITO FEDERAL,Cédulas - 2a. família,5.00,269
4758,2019,DISTRITO FEDERAL,Cédulas - em polímero,10.00,1
4759,2019,DISTRITO FEDERAL,Cédulas - 1a. família,10.00,334
4760,2019,DISTRITO FEDERAL,Cédulas - 2a. família,10.00,211
4761,2019,DISTRITO FEDERAL,Cédulas - 1a. família,20.00,20
4762,2019,DISTRITO FEDERAL,Cédulas - 2a. família,20.00,2.164
4763,2019,DISTRITO FEDERAL,Cédulas - 1a. família,50.00,399
4764,2019,DISTRITO FEDERAL,Cédulas - 2a. família,50.00,2.733
4765,2019,DISTRITO FEDERAL,Cédulas - 1a. família,100.00,242
4766,2019,DISTRITO FEDERAL,Cédulas - 2a. família,100.00,3.643
4767,2019,ESPÍRITO SANTO,Cédulas - 1a. família,2.00,5
4768,2019,ESPÍRITO SANTO,Cédulas - 2a. família,2.00,24
4769,2019,ESPÍRITO SANTO,Cédulas - 1a. família,5.00,34
4770,2019,ESPÍRITO SANTO,Cédulas - 2a. família,5.00,151
4771,2019,ESPÍRITO SANTO,Cédulas - 1a. família,10.00,148
4772,2019,ESPÍRITO SANTO,Cédulas - 2a. família,10.00,325
4773,2019,ESPÍRITO SANTO,Cédulas - 1a. família,20.00,3
4774,2019,ESPÍRITO SANTO,Cédulas - 2a. família,20.00,949
4775,2019,ESPÍRITO SANTO,Cédulas - 1a. família,50.00,528
4776,2019,ESPÍRITO SANTO,Cédulas - 2a. família,50.00,820
4777,2019,ESPÍRITO SANTO,Cédulas - 1a. família,100.00,222
4778,2019,ESPÍRITO SANTO,Cédulas - 2a. família,100.00,3.878
4779,2019,GOIÁS,Cédulas - 1a. família,2.00,691
4780,2019,GOIÁS,Cédulas - 2a. família,2.00,19
4781,2019,GOIÁS,Cédulas - 1a. família,5.00,290
4782,2019,GOIÁS,Cédulas - 2a. família,5.00,335
4783,2019,GOIÁS,Cédulas - 1a. família,10.00,267
4784,2019,GOIÁS,Cédulas - 2a. família,10.00,402
4785,2019,GOIÁS,Cédulas - 1a. família,20.00,88
4786,2019,GOIÁS,Cédulas - 2a. família,20.00,3.265
4787,2019,GOIÁS,Cédulas - 1a. família,50.00,820
4788,2019,GOIÁS,Cédulas - 2a. família,50.00,2.644
4789,2019,GOIÁS,Cédulas - 1a. família,100.00,299
4790,2019,GOIÁS,Cédulas - 2a. família,100.00,8.198
4791,2019,MARANHÃO,Cédulas - 2a. família,2.00,9
4792,2019,MARANHÃO,Cédulas - 1a. família,5.00,12
4793,2019,MARANHÃO,Cédulas - 2a. família,5.00,147
4794,2019,MARANHÃO,Cédulas - 1a. família,10.00,34
4795,2019,MARANHÃO,Cédulas - 2a. família,10.00,157
4796,2019,MARANHÃO,Cédulas - 1a. família,20.00,11
4797,2019,MARANHÃO,Cédulas - 2a. família,20.00,584
4798,2019,MARANHÃO,Cédulas - 1a. família,50.00,168
